# BuildingId	Description
build_2_11	대자연과 '자연 서식지' 개념에 보란 듯이 엿을 먹이는 대규모 수경 농장을 통해, 잡초나 병충해 걱정 없이 어디서나 식물을 재배하십시오.
build_2_12	탁 트인 목장을 달리는 카우보이가 영화 속 장면에 어울리지만, 그래도 공장식 목장이 경제적으로 훨씬 효율적입니다. 또한 광장공포증이 있는 가축들의 필요에 맞게 효율적이고 아기자기한 생활 공간을 제공합니다.
build_3_1	자동화 광산은 번거로울 만큼 안전에 목을 매는 노동자 대신 로봇을 사용합니다. 로봇은 광산 함몰로 몸이 깔려도 개의치 않으며 돈도 안 받죠. 누이 좋고 매부 좋다고나 할까요!
build_3_2	손가락이 너무 많은 증상을 '치료'해준다는 홍보 문구를 내세우는 제재소는 거추장스러운 통나무를 매끈하고 못 박기 좋은 널빤지로 가공하는 수단으로도 효과적입니다.
build_3_3	럼주 증류소는 미세 증류라는 기적을 통해, 시시한 사탕수수를 마법처럼 밤 문화와 칵테일 낭비, 술집 패싸움의 연료로 바꾸어 줍니다.
build_3_4	경제적인 측면에서 보면 동물 부위를 빠짐없이 활용하는 게 바람직하죠. 무두질 공장은 동물의 잔해를 가공해 가구 장인들과 젊은 '말썽' 장인들이 모두 좋아하는 멋진 가죽을 만듭니다.
build_3_5	통조림 공장에서는 정어리든, 파인애플든, 커피 원두든 획일적인 금속 깡통 안에 넣어 봉해버립니다. 아무 맛 없는 내용물을 먹으려던 미래의 소비자들은 깡통의 깔쭉깔쭉한 가장자리에 손을 베이기 일쑤죠.
build_3_6	트로피코인들이 가장 좋아하는 치즈 '케소 엠파파도'는 부드러운 질감과 녹색이 감도는 외형, (혹자는 라디에이터에 널어놓은 젖은 양말에 비유하는) 특유의 냄새로 유명합니다.
build_3_7	트로피코는 유구한 시가 흡연 전통을 지니고 있습니다. 시가의 길이에 따라 사회적인 지위가 은근히 드러나죠. 역대 가장 길었던 시가는 6.7미터나 됐습니다.
build_3_8	조선소는 널빤지와 알루미늄, 강철로 항해용 배를 제작합니다. 섬에 사는 사람들에게는 그런 배가 유용하죠.
build_3_9	트로피코의 제철소에서 생산하는 트로피코 강철은 때로 감귤 강철이라 불리기도 합니다. 제조 공정에서 신선한 라임을 사용하기 때문이죠. 카리브해 지역 특유의 열정을 불어넣는 공정이랄까요.
build_3_10	방직소에서는 면직물과 모직물을 생산합니다. 이 원단은 때로 전쟁을 촉발하는 국기를 만들 때 사용되죠. 따라서 방직소가 군사 공격의 목표가 되는 것도 타당합니다.
build_3_11	트로피코 무기 공장에서는 다들 품질 관리 부서로 좌천될까 봐 열심히 일합니다.
build_3_12	벨기에 출신의 초기 이주민이 트로피코에서 유구하고 특색 있는 초콜릿 제작 전통을 확립했습니다. 그런 전통의 흔적을 이 초콜릿 공장에서 찾으려면 운이 아주 좋아야 하겠지만요.
build_3_13	가구 공장이 있으면 쓸모없는 나무 널빤지로 싸구려 조립식 가구를 만들 수 있습니다. 복잡한 조립 방법을 안내하는 설명서를 이해하기도 한참 전에 부서져 버리죠.
build_3_14	그 특유의 악명 높은 6캐럿 금으로 장신구를 만드는 곳은 트로피코 현지의 세공소뿐입니다. 다른 나라에서는 금 함량이 25% 미만인 합금을 '귀금속'으로 분류하지 않죠. 이번에도 트로피코가 세계 최초입니다!
build_3_15	플라스틱 공장은 석유나 옥수수를 사용해 생분해할 수 없는 쓰레기를 생산합니다. 이 쓰레기는 얄궂게도 석유를 보관하거나 옥수수를 포장하는 용도로 사용되기도 하죠.
build_3_16	자동차 공장에서 생산되는 고성능 자동차를 타고 탁 트인 도로를 전속력으로 달린다는 환상을 파십시오. 너무 꾸물거리면, 소비자들이 자동차란 꽉 막힌 도로에 앉아서 라디오를 듣는 용도의 상자일뿐이라는 사실을 눈치채고 말 겁니다.
build_3_17	트로피코 전자 제품의 우수성은 1년 이내에 시대에 뒤떨어질 첨단 소비자 장치를 생산하여, 그보다 조금 나은 제품을 또 팔아먹을 수 있게 하는 데에 있습니다.
build_3_18	터무니없는 가격이 매겨진 우스꽝스러운 의류 디자인에 대한 세계의 끊임없는 수요 덕분에, 비상식적인 생각이 일상적인 트로피코 같은 나라에서 패션 회사에 투자하면 두둑한 수익을 올릴 수 있습니다.
build_3_19	트로피코의 대형 약국에서는 설탕을 코팅한 속임약을 만든 다음, 그 약이 치료한다고 하는 가상의 질병을 만들어 냅니다. 여러분은 피곤한 게 아니라 각성 결핍 증후군에 걸린 겁니다!
build_3_20	현대 소비자는 단순한 과일에 질렸습니다. 주스 공장에서 과일을 무자비하게 으깨 만든 스무디를 좋아하죠. 스무디는 과즙에 케일과 밀 싹을 섞어서 팔며 비현실적인 건강 혜택을 약속합니다.
build_4_1	이 조그맣고 아기자기한 주택, 즉 '판잣집'은 트로피코를 대표하는 주문형 건축의 고전적인 예입니다. 100% 재생 재료로 만들어집니다.
build_4_2	시골 주택에 대해 최대한 좋게 말해 보자면, 야외 취침보다는 만족스러운 대안이라는 것입니다. 물론 허리케인 철에는 별 차이가 없지만요.
build_4_3	합숙소는 간이 침상 특유의 공간 효율과 다채롭고 수도 많은 빈대를 결합하여, 이곳에서 자는 사람이 외롭지 않게 해 줍니다.
build_4_4	저택은 넓고 청소하기 어려워서 실용성이 떨어지지만, 주인의 재산과 빈곤한 취향을 자랑하는 용도로는 더할 나위 없습니다.
build_4_5	트로피코에서 지은 단독주택은 호화로운 환경이라 하긴 힘들지만, 그래도 골판지 상자 속이나 다리 밑 같은 저렴한 대안보다는 훨씬 낫습니다.
build_4_6	갈 곳이 많은 사람도, 아예 없는 사람도 머무르기 적합한 주거 시설입니다. \"편안한\" 자신의 \"집\"에서도 더운 날 꽉 찬 지하철에 탄 듯 후덥지근하고 땀에 축축한 기분을 느낄 수 있습니다.
build_4_7	아파트 입주자는 세련된 설계에 정신이 팔려, 아파트 건물 내에서 진행되는 모든 대화를 서로 엿들을 수 있는 화기애애한 거주 환경을 간과하곤 합니다.
build_4_8	공간 활용의 승리인 공동 주택의 대단한 건설 효율 덕분에, 사람이 정어리처럼 빽빽하게 모여 있을 때만 생겨나는 정서적인 유대가 꽃핍니다.
build_4_9	이웃 사람이 무슨 일을 하는지 언제든지 알 수 있는 좁아터진 생활 여건을 무마하기 위해 밝은색으로 벽을 칠했습니다.
build_4_10	콘크리트와 강철로 이루어진 괴물, 현대식 아파트는 '현대적인 편의 시설 완비'라는 광고 문구를 이용해 제정신이 아닌 듯한 월세를 제시합니다.
build_4_11	첨단 건설 기법을 적용하여 번듯하게 지은 싸구려 현대식 저택은 취향보다 돈이 더 풍부한 속물 졸부에게 딱 어울립니다.
build_4_12	거대 저택을 떠나 빈민가 체험이 하고 싶은 유명인들이나, 유명한 척을 하기에 필요한 돈을 갖춘 사람들에게 적절한 거처를 제공하는 소박한 슈퍼 빌라입니다.
build_5_1	트로피코에 있는 주점이라면 어디서나 트로피코를 대표하는 칵테일 \"럼 딜\"을 판매합니다. 럼주, 코코넛, 럼주, 파인애플, 럼주, 그레나딘 시럽, 럼주, 또 럼주가 주재료죠. 바텐더에 따라서는 라임 조각 하나를... 약간의 럼과 같이 넣기도 합니다.
build_5_2	어린아이를 놀라게 하는 광대와 노예가 되어 환호하는 관객 앞에서 재롱을 부리는 동물들이 있는 서커스는 온 가족에게 트라우마를 남길 씁쓸한 볼거리를 제공합니다.
build_5_3	거리에서 몇 시간 동안 돈을 구걸하되 노숙자 취급을 받지 않으려면 특별한 유형의 사람이 필요합니다. 진짜 같다면 다가와서 석상인지, 사람인지... 아니면 그냥 노숙자인지 알아보십시오.
build_5_4	끝없는 환경 파괴를 상쇄하기 위해, 도시에 식물원을 건설하여 시민들에게 아무 문제도 없는 척할 수 있습니다.
build_5_5	관광객과 시민 모두 유원지 부두에 산책하러 오길 즐깁니다. 빳빳한 현찰로 폭신한 장난감을 사고, 큰 경품을 탈 작은 확률에 잔돈을 걸죠.
build_5_6	레스토랑에서의 식사는 사랑에 빠진 연인이나 지친 가족, 관광객을 막론하고 누구에게나 즐거운 경험입니다. 음식 가격이 밝혀지는 순간 모든 게 끝나지만요.
build_5_7	엔터테인먼트의 신기원, 핀볼 기계와 펀치 기계를 이용해 보십시오! 이 오락실에서 조만간 더 재미있는 기계를 들여놓을 가능성은 없을 겁니다.
build_5_8	패스트푸드 체인점은 겨우 음식이라고 할 만한 것을 내지만, 확실히 빠르기는 합니다. 콜레스테롤이나 열량, 질식 위험성에 대해 묻지만 말아주십시오.
build_5_9	트로피코 사람들은 싸구려 영사기 덕분에 영화를 훨씬 흥미진진하게 관람할 수 있습니다. 거품처럼 부글거리는 셀룰로이드 필름이 끊어지는 것만큼 영화의 클라이맥스를 고조시키는 게 없기 때문이죠! 과연 영사기 기사는 너무 늦기 전에 인화를 고칠 수 있을 것인가?!
build_5_10	왜 그냥 수영만 하고 노십니까? 아쿠아 파크에 가면 30분 동안, 줄을 서고 미끄럼틀을 타며 8초 동안 전율을 만끽할 수 있는데 말이죠.
build_5_11	트로피코의 롤러코스터는 가짜 위험과 진짜 안전 불감증 사이의 아슬아슬한 경계선을 달립니다. 경험 많은 롤러코스터 중독자들은 이 롤러코스터가 세계 최고라고 말하기도 하죠!
build_5_12	얄궂게도 스포츠 심판이야말로 트로피코에서 부패 확률이 가장 낮은 직업입니다. 뇌물이나 협박 등으로 영향력을 행사하려는 사람이 너무 많다 보니, 정직함이 오히려 실용적인 해결책이 되는 거죠.
build_5_13	트로피코의 특색이 고스란히 묻어나는 극장에서는 종종 막강한 권력을 휘두르다가 몰락한 지도자의 이야기를 상연합니다. 보통 자기가 크게 잘못을 했기 때문이 아니라 아무 생각이 없는 군중 때문이죠. 이런 작품을 '초도덕 연극'이라 부릅니다.
build_5_14	가사가 주로 스페인어인 트로피코의 오페라는 극적인 아리아와 무용, 때로는 몇 시간이고 이어지는 죽음의 독창곡을 잘 조화시킨 명작입니다. 예로부터 프로그램을 구매하면 손수건을 무료로 받을 수 있습니다.
build_5_15	피아노의 발명 이후로 카바레 건설이 시급해졌습니다. 황당무계한 옷을 입고 귀에 거슬리는 노래를 부르는 무용수들에게 피아노 반주가 필요하기 때문이죠.
build_5_16	트로피코의 부자들 중에도 카지노를 즐겨 찾는 사람이 있지만, 카지노는 대개 관광객에게 바가지를 씌우기 위해 존재합니다. 트로피코에서 보내는 하루하루가 도박인데 왜 굳이 운을 시험하려 드는 걸까요?
build_5_17	칵테일 바의 좋은 점은 바로 저렴한 술과 값싼 과일, 주름 빨대, 우스꽝스러운 이름을 결합하면 터무니없는 음료에 터무니없는 가격을 매길 수 있다는 겁니다.
build_5_18	표면적으로 스포츠를 표방하는 골프 코스에서는 부자들이 아내와 인종 다양성에서 벗어나 광활하고 호젓한 고급 잔디밭을 거닙니다.
build_5_19	돈이 없는 사람들은 양이 많은 음식을 싸게 사지만, 돈이 많은 사람들은 고급 레스토랑에서 천문학적 가격에 허세로 가득하고 양은 눈곱만한 프랑스 음식을 카나페와 곁들여 먹습니다.
build_5_20	트로피코의 나이트클럽처럼 새로운 사람을 만나기에 좋은 곳은 없을 겁니다. 너무 어두워서 얼굴을 제대로 보기 힘들고, 너무 시끄러워서 말을 제대로 듣기도 힘들거든요.
build_5_21	돌고래, 상어, 미처리 하수와 함께 헤엄칠 기회를 제공하는 스노클 베이 해변 휴양지에선 싸구려 플라스틱으로 만든 다이빙 장비를 대여하기만 해도 자연이 놀이공원으로 바뀝니다.
build_5_22	대부분 관광객은 그냥 해변으로도 만족하지만, 부유한 투숙객은 '프라이빗'과 '전용'이라는 말이 자랑스레 쓰여 있는 곳이 아니면 수건을 깔지 않습니다.
build_5_23	참 이상하게도 사람들은 과도한 안전장치를 갖춘 비행기를 타는 건 무서워하면서, 플라스틱판을 붙인 알루미늄 뼈대를 타고 나는 건 좋아합니다.
build_5_24	60년대에 트로피코를 찾아왔던 워홀은 소화 불량에 걸려 이곳을 떠났습니다. 미술과는 관련이 전혀 없는 일화지만, 사람들은 트로피코 회화도 미술과는 별로 관련이 없는 건 마찬가지라고 주장하죠.
build_5_25	30피트 길이의 요트를 가라앉힌 적이 없다면 진정한 상류층이 아닙니다. 침몰에서 살아남으면 요트 클럽에서 풀어놓을 이야기보따리가 생기는 셈이죠!
build_6_1	신문은 트로피코에서 아주 인기가 많습니다. 이곳의 시사 뉴스 자체가 아주 흥미진진한 오락거리이기 때문이죠. 게다가 대부분의 시민이 자기가 일 면에 실리지 않았는지 확인하기를 좋아합니다.
build_6_2	책을 도서관에 채워 넣는 간단한 방법을 통해, 인류 전체에 이익이 되는 지식이 마법처럼 생겨납니다. 물론 도서관 안에서 조용해야 한다는 조건은 있지만요.
build_6_3	고등학교는 가혹한 규율과 또래 집단의 압력을 통해, 말을 안 듣는 청소년을 아무 생각 없이 순응하며 취직을 통해 영혼을 바칠 준비가 된 성인으로 성장시킵니다.
build_6_4	트로피코의 고등교육은 필요할 때 필요한 것만 가르치는 방식으로 진행됩니다. 그리고 학생들은 정기적으로 지인과 가족의 정치사상에 대한 시험을 치르는데, 가끔씩 그중 누군가가 감쪽같이 사라지기도 합니다.
build_6_5	트로피코에서는 전파 할당을 놓고 치열한 경쟁이 벌어집니다. 청자들 대부분은 다이얼을 카날 우노에 고정해 두고 움직이지 않죠. 굳이 위험을 무릅쓸 이유가 없거든요.
build_6_6	대통령 박물관을 건설하면 엘 프레지덴테의 어린 시절 개인사를 다시 쓸 수 있을 뿐만 아니라, 지금 하는 일에 시민들이 관심을 두지 못하도록 할 수도 있습니다.
build_6_7	영묘를 건설하십시오. 당신은 너무 중요하기 때문에 그냥 땅을 파서 묻는 장례식은 어울리지 않는다는 걸 보여 주는 겁니다! 어차피 죽을 거, 멋지게 죽어야죠!
build_6_8	대중에 영합하는 쓰레기 같은 방송과 필요도 없는 물건을 보여 주어 판단력을 마비시키는 광고를 섞어 내보내는 TV 방송국이 없다면, 국가로서 성공했다고 주장할 수 없습니다.
build_6_9	각하의 최우선 정치적 신념에 부합하는 격려용 광고판처럼 마음을 따뜻하게 하는 게 또 없죠. 즐겁다면 선전이 아니랍니다!
build_6_10	격려용 동상을 세울 수 있는데 단순한 조각상에 만족할 필요가 있겠습니까! 왜 격려용이냐고요? 그야 인물의 역동적인 자세와 마음을 뒤흔드는 명문, 독단적인 미사여구 때문이죠.
build_6_11	트로피코의 공돌이도 다른 나라의 공돌이와 비슷합니다. 조금 더 집착이 심할 뿐이죠. 이들은 하얗고 깨끗한 연구소를 폭발시켜 신기술을 발명하고 나서, 사실 그게 타국의 소행이었다는 보고서를 제출하려 합니다.
build_6_12	기술만 있다면 대국이 아니더라도 경쟁력을 갖출 수 있습니다. 50마일 상공에서 트로피코는 보이지도 않지만, 열강들은 너무나도 쉽게 발견할 수 있죠.
build_6_13	트로피코 국가 안보의 결정체입니다. 너무 위험해서 절대로 사용하면 안 되는 무기죠. 우리가 만화책에서 얻은 교훈이 있다면, 방사성 물질을 연구하는 건 초능력을 얻기에 좋은 방법이란 겁니다.
build_7_1	여객선 터미널은 관광객을 평소의 고달픈 일상에서 빼내고, 새로운 경험의 가능성을 열어젖힘으로써 바람직한 휴가의 시작을 알립니다.
build_7_2	통나무집은 제정신인 사람이라면 절대로 묵고 싶지 않을 조그만 집이지만, 관광객의 눈에는 불편한 밤을 보내기에 딱 좋은 시골 휴양지로 보이는 모양입니다.
build_7_3	아무래도 이 숙소는 '관광객이 시설의 품질에 신경을 쓰지 못하도록 만들어진 싸구려 임시 숙소'보다 '그림 같은 바닷가 별장'이라고 하는 게 훨씬 낫겠네요.
build_7_4	카바나 마을의 가짜 원주민풍 지붕과 좁아터진 침실이 '싸구려 건물'이 아니라 '즐거운 시간'이라 불리는 이유는 세계 최대의 수수께끼 중 하나입니다.
build_7_5	딱 한 시간만 머무를 방이 필요하다면 모텔이 제격입니다. 덤으로 벼룩에게 물리고 바퀴벌레를 코앞에서 볼 수 있습니다.
build_7_6	트로피코의 호텔들은 미니 바를 조작하고, 와이파이 이용료를 받고, '팁'을 가장 많이 주는 사람에게만 코너 룸을 내주는 방법으로 가외 수입을 올립니다.
build_7_7	전망대에 가면 동전을 넣는 망원경으로 저 멀리 있는 흐릿한 풍경을 불편하게 바라볼 수 있는데, 왜 아름다운 자연을 그저 감상만 하고 계시나요?
build_7_8	트로피코 모양의 냉장고 자석, 트로피코 모양의 티셔츠, 온통 들러붙어 트로피코 모양을 낸 사탕으로 휴가를 추억하십시오.
build_7_9	여행사에 가면 노련한 직원을 따라 관광객에게 바가질 씌우는 관광지를 효율적으로 둘러볼 수 있잖아요. 굳이 즐거움을 찾아 발길이 닿는 대로 걸어다니는 이유가 뭔가요?
build_7_10	검투사의 투기장에서 고대의 피츠 웅덩이에 이르기까지, 트로피코의 고대 유적은 대개 전문적인 '기획자', 즉 '사기꾼'의 손을 거쳐 '향상'되었습니다.
build_7_11	비웃음이 절로 나는 수제품을 호구 관광객에게 판매하는 원주민 마을을 건설하여, 토착민의 빈곤을 수익으로 전환하십시오.
build_7_12	비행기가 트로피코에 착륙할 때면 문제가 생기고, 이륙할 때면 자꾸 지연되는 건 우연의 일치겠지요. 터미널 상점은 연중무휴 24시간 영업합니다.
build_7_13	저가 호텔의 진짜 주민은 바로 빈대 가족입니다. 이들은 여러 세대를 거치며 침묵 강령을 통해 체계적인 조직범죄를 갖춘 곤충 문화를 일구어냈죠.
build_7_14	가족 휴양지는 가족에게 머물 만한 공간을 제공하는 한편, 소리를 질러대는 어린아이를 다른 이용객들에게서 격리하는 혜택을 제공합니다.
build_7_15	고급이란 후하다는 뜻이고, 후한 팁이야말로 이 호텔 직원의 개인 수입을 지탱하는 주춧돌이죠. 트로피코 최고의 호텔이 되기 위한 경쟁이 무시무시합니다.
build_7_16	초고층 호텔에 오시면 버튼이 백 개쯤 있는 호화로운 유리 승강기를 타고 아찔한 즐거움을 느낄 수 있습니다. 하지만 당신이 타기 직전에 웬 악동이 버튼을 다 눌러 버려도 별수 없죠.
build_7_17	유람선은 물 위의 호텔과도 같습니다. 객실이 조금 작고, 식사하고 나면 속이 느글거리고, 진짜 호텔은 빙산에 부딪혀도 가라앉지 않는다는 정도의 차이밖에 없죠.
build_8_1	소박한 예배당에 가면 공짜로 과자와 포도주를 받아먹으며, 지난주에 저질렀던 죄에 대해 죄책감을 느낄 수 있습니다. 물론 다음 주가 되면 즐겁게 똑같은 일을 하겠죠.
build_8_2	식료품점은 남들이 생산한 물건을 돈 받고 팔아서, 자기가 먹을 것을 직접 기른다는 자부심을 없애 버립니다. 그렇게 열악한 제품을 비싸게 사도록 훈련받은 트로피코의 소비자 계층을 양성하죠.
build_8_3	신앙심을 자극하는 교회 첨탑은 신이 있는 곳을 분명히 가리키며, 스테인드글라스 창은 속세의 삶이 얼마나 부서지기 쉬운지를 나타냅니다.
build_8_4	트로피코의 진료소는 '대기실'이라는 특수 인큐베이터에서 병균을 배양합니다. 의사들은 환자 후보들을 관찰하여 무슨 짓을 하면 병이 걸리는지에 대해 많은 정보를 얻을 수 있죠.
build_8_5	소방관은 세계적으로 존경받는 직업이며, 트로피코도 예외는 아닙니다. 다만 이곳에서는 이따금씩 화재가 일어나기도 전에 신고가 들어오기도 합니다.
build_8_6	성당은 돈이 많은 사교계 명사에게 어마어마한 수의 '친구'를 불러 모을 수 있는 결혼식장을 제공합니다. 주중에는 무지막지하게 큰 신도석에서 호사스러운 예배를 즐길 수도 있죠.
build_8_7	병원에서 철저하디 철저하고 불필요하게 외과적인 검진을 받아, 알 수 없는 질병에 대한 편집증적인 건강염려증을 마음껏 떨쳐내십시오. 외과 의사들이 급여 명세서를 받아 보고 당신에게 감사할 겁니다!
build_8_8	트로피코 주민은 미칠 수가 없습니다. 엘 프레지덴테가 그렇게 명령했기 때문입니다. 트로피코는 늘 타의 본보기가 되죠! 하지만 가끔은 말썽꾼들이 전화를 사용하지 못하도록 한동안 가두어 둘 필요가 있습니다. 그래서 정신병원이 필요합니다.
build_8_9	이건 쓰레기장이 아닙니다. 최신 지하 압축 및 폐기 설비를 갖춘 최첨단 폐기물 재활용 시설이죠. 실은 그냥 쓰레기 매립지지만 아무한테도 말하지 마십시오.
build_8_10	트로피코 좀비들의 집합소인 쇼핑몰은 20개국의 전통 요리를 참고해 만들었으나 냉동건조 후 재가열해 쓰레기로 변해버린 음식을 먹으러 갈 때 안성맞춤인 곳입니다.
build_8_11	무엇 하나도, 심지어 시민들의 물건도 허투루 버려지지 않게 하십시오. 네, 쓰레기도 유용한 물건이 될 수 있는 법이죠. 우리의 임무는 명백합니다!
build_8_12	중독 치료소는 부유한 알콜중독자들의 취기가 가라앉을 때까지 건강 스파에 머무르게 하여, 그들이 음주운전을 일으켜 평판이 추락하는 상황을 미연에 방지합니다.
build_8_13	미용 농원은 돈을 들여 보정 사진 없이도 완벽한 피부를 만들어 주고, 부자들의 주머니에 든 현금을 흡입해 몸무게를 줄여주는 일에 이골이 난 곳입니다.
build_8_14	트로피코에서도 의외로 많은 사람들이 수입품과 수출품의 가격에 큰 관심을 두고 있습니다. 그중에서도 뇌물을 팁처럼 생각하는 세관원이 대표적이죠.
build_10_1	영토를 방어하려면 곳곳에 격리된 방어 시설을 건설해야 합니다. 군인들이 이웃 나라에 침략당하기 전에 물자가 도착할 거라는 희망을 품고 초조하게 쪼그려 앉아 있는 곳 말이죠.
build_10_2	요새를 세워 민중의 봉기를 진압하십시오. 요새는 '미개한' 사람들이 '이주 조치'를 당한 후에도 요새는 오랫동안 건재하리라는 메시지를 보내 줍니다.
build_10_3	제대로 취하고 싶다면 싸움에서 지거나, 불미스러운 부류를 고용해 비밀리에 이곳을 찾아가십시오. 뱃사람들이 정중하고도 확실한 서비스를 제공합니다. 기념품 가게까지 있죠!
build_10_4	느껴지시나요? 여러분이 움직일 때마다 누가 지켜보는 것처럼 뒤통수가 얼얼한 감각 말입니다. 좋습니다! 보안 카메라의 레이저 조준 시스템이 잘 작동하고 있는 게 맞군요! 아, 혹시 녹색 레이저 포인트가 느껴진다면 도망치시는 게 좋습니다. 자동 포탑이 발사되려고 하는 거니까요.
build_10_5	민간인들을 좁아터진 간이 침상에서 재우는 건 너무 잔인하죠. 그래서 새벽이 오기 전에 깨웁니다. 하지만 트로피코 군대에서는 막사 생활이 인성을 길러 준답니다.
